"quarter","group","metric","segment","year","category","value"
4,"nr_deer_app","churn","age",2015,"0-17",0.5347222
4,"nr_deer_app","churn","age",2015,"18-24",0.504902
4,"nr_deer_app","churn","age",2015,"25-34",0.6006494
4,"nr_deer_app","churn","age",2015,"35-44",0.5428725
4,"nr_deer_app","churn","age",2015,"45-54",0.4925249
4,"nr_deer_app","churn","age",2015,"55-64",0.4541833
4,"nr_deer_app","churn","age",2015,"65+",0.4231707
4,"nr_deer_app","churn","age",2016,"0-17",0.6964286
4,"nr_deer_app","churn","age",2016,"18-24",0.7465753
4,"nr_deer_app","churn","age",2016,"25-34",0.7408163
4,"nr_deer_app","churn","age",2016,"35-44",0.7161595
4,"nr_deer_app","churn","age",2016,"45-54",0.6852679
4,"nr_deer_app","churn","age",2016,"55-64",0.6660147
4,"nr_deer_app","churn","age",2016,"65+",0.6188017
4,"nr_deer_app","churn","Residency",2007,"Nonresident",0.4449281
4,"nr_deer_app","churn","Residency",2008,"Nonresident",0.4814482
4,"nr_deer_app","churn","Residency",2009,"Nonresident",0.5270987
4,"nr_deer_app","churn","Residency",2010,"Nonresident",0.5101095
4,"nr_deer_app","churn","Residency",2011,"Nonresident",0.5276676
4,"nr_deer_app","churn","Residency",2012,"Nonresident",0.4968824
4,"nr_deer_app","churn","Residency",2013,"Nonresident",0.5294637
4,"nr_deer_app","churn","Residency",2014,"Nonresident",0.5429533
4,"nr_deer_app","churn","Residency",2015,"Nonresident",0.5021544
4,"nr_deer_app","churn","Residency",2016,"Nonresident",0.6885155
4,"nr_deer_app","participants","month",2006,"5",17660
4,"nr_deer_app","participants","month",2006,"6",6072
4,"nr_deer_app","participants","month",2007,"5",18808
4,"nr_deer_app","participants","month",2007,"6",4900
4,"nr_deer_app","participants","month",2008,"5",22870
4,"nr_deer_app","participants","month",2008,"6",1152
4,"nr_deer_app","participants","month",2009,"5",16176
4,"nr_deer_app","participants","month",2009,"6",5176
4,"nr_deer_app","participants","month",2009,"9",2
4,"nr_deer_app","participants","month",2010,"5",14098
4,"nr_deer_app","participants","month",2010,"6",6088
4,"nr_deer_app","participants","month",2011,"5",12422
4,"nr_deer_app","participants","month",2011,"6",5279
4,"nr_deer_app","participants","month",2012,"5",14764
4,"nr_deer_app","participants","month",2012,"6",3421
4,"nr_deer_app","participants","month",2012,"8",5
4,"nr_deer_app","participants","month",2013,"5",14913
4,"nr_deer_app","participants","month",2013,"6",2356
4,"nr_deer_app","participants","month",2014,"5",15150
4,"nr_deer_app","participants","month",2014,"6",1117
4,"nr_deer_app","participants","month",2015,"5",13171
4,"nr_deer_app","participants","month",2015,"6",4952
4,"nr_deer_app","participants","month",2016,"5",8450
4,"nr_deer_app","participants","month",2016,"6",3262
4,"nr_deer_app","participants - recruited","month",2011,"5",3004
4,"nr_deer_app","participants - recruited","month",2011,"6",1677
4,"nr_deer_app","participants - recruited","month",2012,"5",3750
4,"nr_deer_app","participants - recruited","month",2012,"6",1128
4,"nr_deer_app","participants - recruited","month",2012,"8",1
4,"nr_deer_app","participants - recruited","month",2013,"5",4010
4,"nr_deer_app","participants - recruited","month",2013,"6",770
4,"nr_deer_app","participants - recruited","month",2014,"5",4059
4,"nr_deer_app","participants - recruited","month",2014,"6",367
4,"nr_deer_app","participants - recruited","month",2015,"5",3380
4,"nr_deer_app","participants - recruited","month",2015,"6",1921
4,"nr_deer_app","participants - recruited","month",2016,"5",2138
4,"nr_deer_app","participants - recruited","month",2016,"6",1074
4,"sg-nonres","participants","All",2006,"All",44808
4,"sg-nonres","participants","All",2007,"All",43296
4,"sg-nonres","participants","All",2008,"All",36147
4,"sg-nonres","participants","All",2009,"All",30923
4,"sg-nonres","participants","All",2010,"All",25575
4,"sg-nonres","participants","All",2011,"All",22728
4,"sg-nonres","participants","All",2012,"All",22783
4,"sg-nonres","participants","All",2013,"All",21965
4,"sg-nonres","participants","All",2014,"All",23105
4,"sg-nonres","participants","All",2015,"All",25759
4,"sg-nonres","participants","All",2016,"All",24862
4,"sg-nonres","participants","gender",2006,"Male",44087
4,"sg-nonres","participants","gender",2006,"Female",721
4,"sg-nonres","participants","gender",2007,"Male",42537
4,"sg-nonres","participants","gender",2007,"Female",759
4,"sg-nonres","participants","gender",2008,"Male",35444
4,"sg-nonres","participants","gender",2008,"Female",703
4,"sg-nonres","participants","gender",2009,"Male",30346
4,"sg-nonres","participants","gender",2009,"Female",577
4,"sg-nonres","participants","gender",2010,"Male",25087
4,"sg-nonres","participants","gender",2010,"Female",488
4,"sg-nonres","participants","gender",2011,"Male",22236
4,"sg-nonres","participants","gender",2011,"Female",492
4,"sg-nonres","participants","gender",2012,"Male",22233
4,"sg-nonres","participants","gender",2012,"Female",550
4,"sg-nonres","participants","gender",2013,"Male",21417
4,"sg-nonres","participants","gender",2013,"Female",548
4,"sg-nonres","participants","gender",2014,"Male",22490
4,"sg-nonres","participants","gender",2014,"Female",615
4,"sg-nonres","participants","gender",2015,"Male",25027
4,"sg-nonres","participants","gender",2015,"Female",732
4,"sg-nonres","participants","gender",2016,"Male",24179.97
4,"sg-nonres","participants","gender",2016,"Female",682.0274
4,"sg-nonres","participants","age",2006,"0-17",1863
4,"sg-nonres","participants","age",2006,"18-24",2138
4,"sg-nonres","participants","age",2006,"25-34",6482
4,"sg-nonres","participants","age",2006,"35-44",11437
4,"sg-nonres","participants","age",2006,"45-54",12055
4,"sg-nonres","participants","age",2006,"55-64",7659
4,"sg-nonres","participants","age",2006,"65+",3174
4,"sg-nonres","participants","age",2007,"0-17",1779
4,"sg-nonres","participants","age",2007,"18-24",2068
4,"sg-nonres","participants","age",2007,"25-34",6227
4,"sg-nonres","participants","age",2007,"35-44",10680
4,"sg-nonres","participants","age",2007,"45-54",11767
4,"sg-nonres","participants","age",2007,"55-64",7586
4,"sg-nonres","participants","age",2007,"65+",3189
4,"sg-nonres","participants","age",2008,"0-17",1316
4,"sg-nonres","participants","age",2008,"18-24",1791
4,"sg-nonres","participants","age",2008,"25-34",5215
4,"sg-nonres","participants","age",2008,"35-44",8852
4,"sg-nonres","participants","age",2008,"45-54",9893
4,"sg-nonres","participants","age",2008,"55-64",6356
4,"sg-nonres","participants","age",2008,"65+",2724
4,"sg-nonres","participants","age",2009,"0-17",1184
4,"sg-nonres","participants","age",2009,"18-24",1447
4,"sg-nonres","participants","age",2009,"25-34",4377
4,"sg-nonres","participants","age",2009,"35-44",7142
4,"sg-nonres","participants","age",2009,"45-54",8594
4,"sg-nonres","participants","age",2009,"55-64",5657
4,"sg-nonres","participants","age",2009,"65+",2522
4,"sg-nonres","participants","age",2010,"0-17",866
4,"sg-nonres","participants","age",2010,"18-24",1097
4,"sg-nonres","participants","age",2010,"25-34",3394
4,"sg-nonres","participants","age",2010,"35-44",5879
4,"sg-nonres","participants","age",2010,"45-54",7265
4,"sg-nonres","participants","age",2010,"55-64",4900
4,"sg-nonres","participants","age",2010,"65+",2174
4,"sg-nonres","participants","age",2011,"0-17",732
4,"sg-nonres","participants","age",2011,"18-24",954
4,"sg-nonres","participants","age",2011,"25-34",3124
4,"sg-nonres","participants","age",2011,"35-44",4980
4,"sg-nonres","participants","age",2011,"45-54",6346
4,"sg-nonres","participants","age",2011,"55-64",4478
4,"sg-nonres","participants","age",2011,"65+",2114
4,"sg-nonres","participants","age",2012,"0-17",818
4,"sg-nonres","participants","age",2012,"18-24",945
4,"sg-nonres","participants","age",2012,"25-34",3082
4,"sg-nonres","participants","age",2012,"35-44",4845
4,"sg-nonres","participants","age",2012,"45-54",6299
4,"sg-nonres","participants","age",2012,"55-64",4551
4,"sg-nonres","participants","age",2012,"65+",2243
4,"sg-nonres","participants","age",2013,"0-17",761
4,"sg-nonres","participants","age",2013,"18-24",1012
4,"sg-nonres","participants","age",2013,"25-34",2942
4,"sg-nonres","participants","age",2013,"35-44",4515
4,"sg-nonres","participants","age",2013,"45-54",5885
4,"sg-nonres","participants","age",2013,"55-64",4522
4,"sg-nonres","participants","age",2013,"65+",2328
4,"sg-nonres","participants","age",2014,"0-17",818
4,"sg-nonres","participants","age",2014,"18-24",1103
4,"sg-nonres","participants","age",2014,"25-34",3198
4,"sg-nonres","participants","age",2014,"35-44",4508
4,"sg-nonres","participants","age",2014,"45-54",6018
4,"sg-nonres","participants","age",2014,"55-64",4895
4,"sg-nonres","participants","age",2014,"65+",2565
4,"sg-nonres","participants","age",2015,"0-17",904
4,"sg-nonres","participants","age",2015,"18-24",1381
4,"sg-nonres","participants","age",2015,"25-34",3532
4,"sg-nonres","participants","age",2015,"35-44",4560
4,"sg-nonres","participants","age",2015,"45-54",6578
4,"sg-nonres","participants","age",2015,"55-64",5766
4,"sg-nonres","participants","age",2015,"65+",3038
4,"sg-nonres","participants","age",2016,"0-17",877.0353
4,"sg-nonres","participants","age",2016,"18-24",1356.055
4,"sg-nonres","participants","age",2016,"25-34",3544.143
4,"sg-nonres","participants","age",2016,"35-44",4220.17
4,"sg-nonres","participants","age",2016,"45-54",6038.243
4,"sg-nonres","participants","age",2016,"55-64",5551.223
4,"sg-nonres","participants","age",2016,"65+",3275.132
4,"sg-nonres","participants","Residency",2006,"Nonresident",44808
4,"sg-nonres","participants","Residency",2007,"Nonresident",43296
4,"sg-nonres","participants","Residency",2008,"Nonresident",36147
4,"sg-nonres","participants","Residency",2009,"Nonresident",30923
4,"sg-nonres","participants","Residency",2010,"Nonresident",25575
4,"sg-nonres","participants","Residency",2011,"Nonresident",22728
4,"sg-nonres","participants","Residency",2012,"Nonresident",22783
4,"sg-nonres","participants","Residency",2013,"Nonresident",21965
4,"sg-nonres","participants","Residency",2014,"Nonresident",23105
4,"sg-nonres","participants","Residency",2015,"Nonresident",25759
4,"sg-nonres","participants","Residency",2016,"Nonresident",24862
4,"sg-nonres","participation rate","gender",2006,"Male",0.9854927
4,"sg-nonres","participation rate","gender",2006,"Female",0.9730094
4,"sg-nonres","participation rate","gender",2007,"Male",0.9961127
4,"sg-nonres","participation rate","gender",2007,"Female",0.9973719
4,"sg-nonres","participation rate","gender",2008,"Male",0.9918012
4,"sg-nonres","participation rate","gender",2008,"Female",0.9943423
4,"sg-nonres","participation rate","gender",2009,"Male",0.9941685
4,"sg-nonres","participation rate","gender",2009,"Female",1
4,"sg-nonres","participation rate","gender",2010,"Male",0.989235
4,"sg-nonres","participation rate","gender",2010,"Female",0.989858
4,"sg-nonres","participation rate","gender",2011,"Male",0.9864691
4,"sg-nonres","participation rate","gender",2011,"Female",0.9859719
4,"sg-nonres","participation rate","gender",2012,"Male",0.9787375
4,"sg-nonres","participation rate","gender",2012,"Female",0.9734513
4,"sg-nonres","participation rate","gender",2013,"Male",0.9824312
4,"sg-nonres","participation rate","gender",2013,"Female",0.9785714
4,"sg-nonres","participation rate","gender",2014,"Male",0.9837285
4,"sg-nonres","participation rate","gender",2014,"Female",0.9824281
4,"sg-nonres","participation rate","gender",2015,"Male",0.9841913
4,"sg-nonres","participation rate","gender",2015,"Female",0.9825503
4,"sg-nonres","participation rate","gender",2016,"Male",0.9772066
4,"sg-nonres","participation rate","gender",2016,"Female",0.9660066
4,"sg-nonres","participation rate","age",2006,"0-17",0.985193
4,"sg-nonres","participation rate","age",2006,"18-24",1
4,"sg-nonres","participation rate","age",2006,"25-34",0.9881098
4,"sg-nonres","participation rate","age",2006,"35-44",0.9868841
4,"sg-nonres","participation rate","age",2006,"45-54",0.9837604
4,"sg-nonres","participation rate","age",2006,"55-64",0.979913
4,"sg-nonres","participation rate","age",2006,"65+",0.9829669
4,"sg-nonres","participation rate","age",2007,"0-17",0.9888827
4,"sg-nonres","participation rate","age",2007,"18-24",0.9904215
4,"sg-nonres","participation rate","age",2007,"25-34",1.000643
4,"sg-nonres","participation rate","age",2007,"35-44",0.9980376
4,"sg-nonres","participation rate","age",2007,"45-54",0.9970344
4,"sg-nonres","participation rate","age",2007,"55-64",0.994103
4,"sg-nonres","participation rate","age",2007,"65+",0.9903727
4,"sg-nonres","participation rate","age",2008,"0-17",0.9733728
4,"sg-nonres","participation rate","age",2008,"18-24",0.9938957
4,"sg-nonres","participation rate","age",2008,"25-34",0.9939013
4,"sg-nonres","participation rate","age",2008,"35-44",0.9929333
4,"sg-nonres","participation rate","age",2008,"45-54",0.9931734
4,"sg-nonres","participation rate","age",2008,"55-64",0.9928147
4,"sg-nonres","participation rate","age",2008,"65+",0.9851718
4,"sg-nonres","participation rate","age",2009,"0-17",0.9760923
4,"sg-nonres","participation rate","age",2009,"18-24",1.000692
4,"sg-nonres","participation rate","age",2009,"25-34",0.9993151
4,"sg-nonres","participation rate","age",2009,"35-44",0.99679
4,"sg-nonres","participation rate","age",2009,"45-54",0.9965213
4,"sg-nonres","participation rate","age",2009,"55-64",0.9917602
4,"sg-nonres","participation rate","age",2009,"65+",0.9817049
4,"sg-nonres","participation rate","age",2010,"0-17",0.9785311
4,"sg-nonres","participation rate","age",2010,"18-24",0.9945603
4,"sg-nonres","participation rate","age",2010,"25-34",0.9988228
4,"sg-nonres","participation rate","age",2010,"35-44",0.9934099
4,"sg-nonres","participation rate","age",2010,"45-54",0.989782
4,"sg-nonres","participation rate","age",2010,"55-64",0.986511
4,"sg-nonres","participation rate","age",2010,"65+",0.9696699
4,"sg-nonres","participation rate","age",2011,"0-17",0.9918699
4,"sg-nonres","participation rate","age",2011,"18-24",0.9875776
4,"sg-nonres","participation rate","age",2011,"25-34",0.9974457
4,"sg-nonres","participation rate","age",2011,"35-44",0.9930209
4,"sg-nonres","participation rate","age",2011,"45-54",0.9884735
4,"sg-nonres","participation rate","age",2011,"55-64",0.9818022
4,"sg-nonres","participation rate","age",2011,"65+",0.9574275
4,"sg-nonres","participation rate","age",2012,"0-17",0.9879227
4,"sg-nonres","participation rate","age",2012,"18-24",0.9823285
4,"sg-nonres","participation rate","age",2012,"25-34",0.9903599
4,"sg-nonres","participation rate","age",2012,"35-44",0.9823601
4,"sg-nonres","participation rate","age",2012,"45-54",0.9851423
4,"sg-nonres","participation rate","age",2012,"55-64",0.9718129
4,"sg-nonres","participation rate","age",2012,"65+",0.9464135
4,"sg-nonres","participation rate","age",2013,"0-17",0.979408
4,"sg-nonres","participation rate","age",2013,"18-24",0.996063
4,"sg-nonres","participation rate","age",2013,"25-34",0.9972881
4,"sg-nonres","participation rate","age",2013,"35-44",0.9896975
4,"sg-nonres","participation rate","age",2013,"45-54",0.9902406
4,"sg-nonres","participation rate","age",2013,"55-64",0.9762522
4,"sg-nonres","participation rate","age",2013,"65+",0.9387097
4,"sg-nonres","participation rate","age",2014,"0-17",0.9879227
4,"sg-nonres","participation rate","age",2014,"18-24",1.001817
4,"sg-nonres","participation rate","age",2014,"25-34",1.00566
4,"sg-nonres","participation rate","age",2014,"35-44",0.9914229
4,"sg-nonres","participation rate","age",2014,"45-54",0.9894771
4,"sg-nonres","participation rate","age",2014,"55-64",0.977241
4,"sg-nonres","participation rate","age",2014,"65+",0.9357899
4,"sg-nonres","participation rate","age",2015,"0-17",0.9890591
4,"sg-nonres","participation rate","age",2015,"18-24",1.000725
4,"sg-nonres","participation rate","age",2015,"25-34",1
4,"sg-nonres","participation rate","age",2015,"35-44",0.9945474
4,"sg-nonres","participation rate","age",2015,"45-54",0.9885783
4,"sg-nonres","participation rate","age",2015,"55-64",0.981781
4,"sg-nonres","participation rate","age",2015,"65+",0.9388133
4,"sg-nonres","participation rate","age",2016,"0-17",0.9865026
4,"sg-nonres","participation rate","age",2016,"18-24",0.9941358
4,"sg-nonres","participation rate","age",2016,"25-34",0.9949476
4,"sg-nonres","participation rate","age",2016,"35-44",0.989218
4,"sg-nonres","participation rate","age",2016,"45-54",0.9870861
4,"sg-nonres","participation rate","age",2016,"55-64",0.9736897
4,"sg-nonres","participation rate","age",2016,"65+",0.9225361
4,"sg-nonres","participation rate","Residency",2006,"Nonresident",0.9852893
4,"sg-nonres","participation rate","Residency",2007,"Nonresident",0.9961347
4,"sg-nonres","participation rate","Residency",2008,"Nonresident",0.9918505
4,"sg-nonres","participation rate","Residency",2009,"Nonresident",0.9942767
4,"sg-nonres","participation rate","Residency",2010,"Nonresident",0.9892469
4,"sg-nonres","participation rate","Residency",2011,"Nonresident",0.9864583
4,"sg-nonres","participation rate","Residency",2012,"Nonresident",0.9786092
4,"sg-nonres","participation rate","Residency",2013,"Nonresident",0.9823345
4,"sg-nonres","participation rate","Residency",2014,"Nonresident",0.9836938
4,"sg-nonres","participation rate","Residency",2015,"Nonresident",0.9841446
4,"sg-nonres","participation rate","Residency",2016,"Nonresident",0.9768959
4,"sg-nonres","participation rate","All",2006,"All",0.9852893
4,"sg-nonres","participation rate","All",2007,"All",0.9961347
4,"sg-nonres","participation rate","All",2008,"All",0.9918505
4,"sg-nonres","participation rate","All",2009,"All",0.9942767
4,"sg-nonres","participation rate","All",2010,"All",0.9892469
4,"sg-nonres","participation rate","All",2011,"All",0.9864583
4,"sg-nonres","participation rate","All",2012,"All",0.9786092
4,"sg-nonres","participation rate","All",2013,"All",0.9823345
4,"sg-nonres","participation rate","All",2014,"All",0.9836938
4,"sg-nonres","participation rate","All",2015,"All",0.9841446
4,"sg-nonres","participation rate","All",2016,"All",0.9768959
4,"sg-nonres","participants - recruited","All",2011,"All",5650
4,"sg-nonres","participants - recruited","All",2012,"All",5933
4,"sg-nonres","participants - recruited","All",2013,"All",6005
4,"sg-nonres","participants - recruited","All",2014,"All",6905
4,"sg-nonres","participants - recruited","All",2015,"All",8259
4,"sg-nonres","participants - recruited","All",2016,"All",7839
4,"sg-nonres","participants - recruited","gender",2011,"Male",5451
4,"sg-nonres","participants - recruited","gender",2011,"Female",199
4,"sg-nonres","participants - recruited","gender",2012,"Male",5687
4,"sg-nonres","participants - recruited","gender",2012,"Female",246
4,"sg-nonres","participants - recruited","gender",2013,"Male",5771
4,"sg-nonres","participants - recruited","gender",2013,"Female",234
4,"sg-nonres","participants - recruited","gender",2014,"Male",6643
4,"sg-nonres","participants - recruited","gender",2014,"Female",262
4,"sg-nonres","participants - recruited","gender",2015,"Male",7915
4,"sg-nonres","participants - recruited","gender",2015,"Female",344
4,"sg-nonres","participants - recruited","gender",2016,"Male",7543
4,"sg-nonres","participants - recruited","gender",2016,"Female",296
4,"sg-nonres","participants - recruited","age",2011,"0-17",374
4,"sg-nonres","participants - recruited","age",2011,"18-24",401
4,"sg-nonres","participants - recruited","age",2011,"25-34",1116
4,"sg-nonres","participants - recruited","age",2011,"35-44",1239
4,"sg-nonres","participants - recruited","age",2011,"45-54",1317
4,"sg-nonres","participants - recruited","age",2011,"55-64",829
4,"sg-nonres","participants - recruited","age",2011,"65+",374
4,"sg-nonres","participants - recruited","age",2012,"0-17",447
4,"sg-nonres","participants - recruited","age",2012,"18-24",405
4,"sg-nonres","participants - recruited","age",2012,"25-34",1105
4,"sg-nonres","participants - recruited","age",2012,"35-44",1318
4,"sg-nonres","participants - recruited","age",2012,"45-54",1399
4,"sg-nonres","participants - recruited","age",2012,"55-64",868
4,"sg-nonres","participants - recruited","age",2012,"65+",391
4,"sg-nonres","participants - recruited","age",2013,"0-17",392
4,"sg-nonres","participants - recruited","age",2013,"18-24",474
4,"sg-nonres","participants - recruited","age",2013,"25-34",1147
4,"sg-nonres","participants - recruited","age",2013,"35-44",1265
4,"sg-nonres","participants - recruited","age",2013,"45-54",1328
4,"sg-nonres","participants - recruited","age",2013,"55-64",982
4,"sg-nonres","participants - recruited","age",2013,"65+",417
4,"sg-nonres","participants - recruited","age",2014,"0-17",464
4,"sg-nonres","participants - recruited","age",2014,"18-24",517
4,"sg-nonres","participants - recruited","age",2014,"25-34",1362
4,"sg-nonres","participants - recruited","age",2014,"35-44",1377
4,"sg-nonres","participants - recruited","age",2014,"45-54",1571
4,"sg-nonres","participants - recruited","age",2014,"55-64",1128
4,"sg-nonres","participants - recruited","age",2014,"65+",486
4,"sg-nonres","participants - recruited","age",2015,"0-17",518
4,"sg-nonres","participants - recruited","age",2015,"18-24",694
4,"sg-nonres","participants - recruited","age",2015,"25-34",1550
4,"sg-nonres","participants - recruited","age",2015,"35-44",1421
4,"sg-nonres","participants - recruited","age",2015,"45-54",1872
4,"sg-nonres","participants - recruited","age",2015,"55-64",1478
4,"sg-nonres","participants - recruited","age",2015,"65+",726
4,"sg-nonres","participants - recruited","age",2016,"0-17",456
4,"sg-nonres","participants - recruited","age",2016,"18-24",655
4,"sg-nonres","participants - recruited","age",2016,"25-34",1544
4,"sg-nonres","participants - recruited","age",2016,"35-44",1351
4,"sg-nonres","participants - recruited","age",2016,"45-54",1702
4,"sg-nonres","participants - recruited","age",2016,"55-64",1384
4,"sg-nonres","participants - recruited","age",2016,"65+",746
4,"sg-nonres","participants - recruited","Residency",2011,"Nonresident",5650
4,"sg-nonres","participants - recruited","Residency",2012,"Nonresident",5933
4,"sg-nonres","participants - recruited","Residency",2013,"Nonresident",6005
4,"sg-nonres","participants - recruited","Residency",2014,"Nonresident",6905
4,"sg-nonres","participants - recruited","Residency",2015,"Nonresident",8259
4,"sg-nonres","participants - recruited","Residency",2016,"Nonresident",7839
4,"sg-nonres","churn","All",2007,"All",0.4712328
4,"sg-nonres","churn","All",2008,"All",0.5303492
4,"sg-nonres","churn","All",2009,"All",0.5186046
4,"sg-nonres","churn","All",2010,"All",0.5214565
4,"sg-nonres","churn","All",2011,"All",0.5021701
4,"sg-nonres","churn","All",2012,"All",0.4670451
4,"sg-nonres","churn","All",2013,"All",0.4738621
4,"sg-nonres","churn","All",2014,"All",0.458229
4,"sg-nonres","churn","All",2015,"All",0.4346245
4,"sg-nonres","churn","All",2016,"All",0.4790559
4,"sg-nonres","churn","gender",2007,"Male",0.4697984
4,"sg-nonres","churn","gender",2007,"Female",0.5589459
4,"sg-nonres","churn","gender",2008,"Male",0.5293744
4,"sg-nonres","churn","gender",2008,"Female",0.5849802
4,"sg-nonres","churn","gender",2009,"Male",0.5165895
4,"sg-nonres","churn","gender",2009,"Female",0.6201991
4,"sg-nonres","churn","gender",2010,"Male",0.5204969
4,"sg-nonres","churn","gender",2010,"Female",0.5719237
4,"sg-nonres","churn","gender",2011,"Male",0.5007773
4,"sg-nonres","churn","gender",2011,"Female",0.5737705
4,"sg-nonres","churn","gender",2012,"Male",0.4647868
4,"sg-nonres","churn","gender",2012,"Female",0.5691057
4,"sg-nonres","churn","gender",2013,"Male",0.4717312
4,"sg-nonres","churn","gender",2013,"Female",0.56
4,"sg-nonres","churn","gender",2014,"Male",0.4572536
4,"sg-nonres","churn","gender",2014,"Female",0.4963504
4,"sg-nonres","churn","gender",2015,"Male",0.4326367
4,"sg-nonres","churn","gender",2015,"Female",0.5073171
4,"sg-nonres","churn","gender",2016,"Male",0.475966
4,"sg-nonres","churn","gender",2016,"Female",0.5846995
4,"sg-nonres","churn","age",2007,"0-17",0.568438
4,"sg-nonres","churn","age",2007,"18-24",0.5837231
4,"sg-nonres","churn","age",2007,"25-34",0.5080222
4,"sg-nonres","churn","age",2007,"35-44",0.4673428
4,"sg-nonres","churn","age",2007,"45-54",0.4423061
4,"sg-nonres","churn","age",2007,"55-64",0.4337381
4,"sg-nonres","churn","age",2007,"65+",0.4776307
4,"sg-nonres","churn","age",2008,"0-17",0.6318156
4,"sg-nonres","churn","age",2008,"18-24",0.6373308
4,"sg-nonres","churn","age",2008,"25-34",0.5659226
4,"sg-nonres","churn","age",2008,"35-44",0.5207865
4,"sg-nonres","churn","age",2008,"45-54",0.5072661
4,"sg-nonres","churn","age",2008,"55-64",0.5039547
4,"sg-nonres","churn","age",2008,"65+",0.514895
4,"sg-nonres","churn","age",2009,"0-17",0.6162614
4,"sg-nonres","churn","age",2009,"18-24",0.6454495
4,"sg-nonres","churn","age",2009,"25-34",0.5595398
4,"sg-nonres","churn","age",2009,"35-44",0.5203344
4,"sg-nonres","churn","age",2009,"45-54",0.4947943
4,"sg-nonres","churn","age",2009,"55-64",0.4778162
4,"sg-nonres","churn","age",2009,"65+",0.4856828
4,"sg-nonres","churn","age",2010,"0-17",0.6393581
4,"sg-nonres","churn","age",2010,"18-24",0.6330339
4,"sg-nonres","churn","age",2010,"25-34",0.5638565
4,"sg-nonres","churn","age",2010,"35-44",0.5180622
4,"sg-nonres","churn","age",2010,"45-54",0.4952292
4,"sg-nonres","churn","age",2010,"55-64",0.4885982
4,"sg-nonres","churn","age",2010,"65+",0.5011895
4,"sg-nonres","churn","age",2011,"0-17",0.6050808
4,"sg-nonres","churn","age",2011,"18-24",0.633546
4,"sg-nonres","churn","age",2011,"25-34",0.5282852
4,"sg-nonres","churn","age",2011,"35-44",0.5113114
4,"sg-nonres","churn","age",2011,"45-54",0.4887818
4,"sg-nonres","churn","age",2011,"55-64",0.4583673
4,"sg-nonres","churn","age",2011,"65+",0.4728611
4,"sg-nonres","churn","age",2012,"0-17",0.5259563
4,"sg-nonres","churn","age",2012,"18-24",0.5691824
4,"sg-nonres","churn","age",2012,"25-34",0.524968
4,"sg-nonres","churn","age",2012,"35-44",0.47751
4,"sg-nonres","churn","age",2012,"45-54",0.4491018
4,"sg-nonres","churn","age",2012,"55-64",0.4256364
4,"sg-nonres","churn","age",2012,"65+",0.4318827
4,"sg-nonres","churn","age",2013,"0-17",0.5452323
4,"sg-nonres","churn","age",2013,"18-24",0.5587302
4,"sg-nonres","churn","age",2013,"25-34",0.527255
4,"sg-nonres","churn","age",2013,"35-44",0.4850361
4,"sg-nonres","churn","age",2013,"45-54",0.4591205
4,"sg-nonres","churn","age",2013,"55-64",0.4337508
4,"sg-nonres","churn","age",2013,"65+",0.4373607
4,"sg-nonres","churn","age",2014,"0-17",0.5321945
4,"sg-nonres","churn","age",2014,"18-24",0.5750988
4,"sg-nonres","churn","age",2014,"25-34",0.5183549
4,"sg-nonres","churn","age",2014,"35-44",0.4706534
4,"sg-nonres","churn","age",2014,"45-54",0.4426508
4,"sg-nonres","churn","age",2014,"55-64",0.4170721
4,"sg-nonres","churn","age",2014,"65+",0.4024914
4,"sg-nonres","churn","age",2015,"0-17",0.5415648
4,"sg-nonres","churn","age",2015,"18-24",0.513146
4,"sg-nonres","churn","age",2015,"25-34",0.5093809
4,"sg-nonres","churn","age",2015,"35-44",0.4569654
4,"sg-nonres","churn","age",2015,"45-54",0.4117647
4,"sg-nonres","churn","age",2015,"55-64",0.3828396
4,"sg-nonres","churn","age",2015,"65+",0.3867446
4,"sg-nonres","churn","age",2016,"0-17",0.5143805
4,"sg-nonres","churn","age",2016,"18-24",0.5763939
4,"sg-nonres","churn","age",2016,"25-34",0.5399207
4,"sg-nonres","churn","age",2016,"35-44",0.5078947
4,"sg-nonres","churn","age",2016,"45-54",0.4673153
4,"sg-nonres","churn","age",2016,"55-64",0.4391259
4,"sg-nonres","churn","age",2016,"65+",0.4114549
4,"sg-nonres","churn","Residency",2007,"Nonresident",0.4712328
4,"sg-nonres","churn","Residency",2008,"Nonresident",0.5303492
4,"sg-nonres","churn","Residency",2009,"Nonresident",0.5186046
4,"sg-nonres","churn","Residency",2010,"Nonresident",0.5214565
4,"sg-nonres","churn","Residency",2011,"Nonresident",0.5021701
4,"sg-nonres","churn","Residency",2012,"Nonresident",0.4670451
4,"sg-nonres","churn","Residency",2013,"Nonresident",0.4738621
4,"sg-nonres","churn","Residency",2014,"Nonresident",0.458229
4,"sg-nonres","churn","Residency",2015,"Nonresident",0.4346245
4,"sg-nonres","churn","Residency",2016,"Nonresident",0.4790559
4,"sg-nonres","participants","month",2006,"1",33452
4,"sg-nonres","participants","month",2006,"2",7235
4,"sg-nonres","participants","month",2006,"3",9937
4,"sg-nonres","participants","month",2006,"4",21075
4,"sg-nonres","participants","month",2006,"5",13295
4,"sg-nonres","participants","month",2006,"6",5585
4,"sg-nonres","participants","month",2006,"7",2823
4,"sg-nonres","participants","month",2006,"8",5681
