"","region","state","timeframe","group","metric","segment","year","category","value","aggregation","states_included"
"7078","Southeast","VA","full-year","fish","participation rate","age",2011,"35-44",0.0784332643510785,"NONE",NA
"7079","Southeast","VA","full-year","fish","participation rate","age",2012,"35-44",0.0776663473824773,"NONE",NA
"7080","Southeast","VA","full-year","fish","participation rate","age",2013,"35-44",0.0783992276164811,"NONE",NA
"7081","Southeast","VA","full-year","fish","participation rate","age",2014,"35-44",0.0789848846996152,"NONE",NA
"7082","Southeast","VA","full-year","fish","participation rate","age",2015,"35-44",0.0766392958240887,"NONE",NA
"7083","Southeast","VA","full-year","fish","participation rate","age",2016,"35-44",0.0732662113950889,"NONE",NA
"7084","Southeast","VA","full-year","fish","participation rate","age",2017,"35-44",0.0725759613181479,"NONE",NA
"7085","Southeast","VA","full-year","fish","participation rate","age",2018,"35-44",0.0676225002767606,"NONE",NA
"7086","Southeast","VA","full-year","fish","participation rate","age",2010,"45-54",0.0832941998979731,"NONE",NA
"7087","Southeast","VA","full-year","fish","participation rate","age",2011,"45-54",0.0796392919335675,"NONE",NA
"7088","Southeast","VA","full-year","fish","participation rate","age",2012,"45-54",0.0788955524504563,"NONE",NA
"7089","Southeast","VA","full-year","fish","participation rate","age",2013,"45-54",0.0789405550104458,"NONE",NA
"7090","Southeast","VA","full-year","fish","participation rate","age",2014,"45-54",0.0791705300556962,"NONE",NA
"7091","Southeast","VA","full-year","fish","participation rate","age",2015,"45-54",0.0777105260744922,"NONE",NA
"7092","Southeast","VA","full-year","fish","participation rate","age",2016,"45-54",0.0747450817644707,"NONE",NA
"7093","Southeast","VA","full-year","fish","participation rate","age",2017,"45-54",0.0750608536577523,"NONE",NA
"7094","Southeast","VA","full-year","fish","participation rate","age",2018,"45-54",0.0691243562833092,"NONE",NA
"7095","Southeast","VA","full-year","fish","participation rate","age",2010,"55-64",0.072446172358494,"NONE",NA
"7096","Southeast","VA","full-year","fish","participation rate","age",2011,"55-64",0.0710100683813048,"NONE",NA
"7097","Southeast","VA","full-year","fish","participation rate","age",2012,"55-64",0.0719464682919637,"NONE",NA
"7098","Southeast","VA","full-year","fish","participation rate","age",2013,"55-64",0.0728746092801924,"NONE",NA
"7099","Southeast","VA","full-year","fish","participation rate","age",2014,"55-64",0.0737903882205616,"NONE",NA
"7100","Southeast","VA","full-year","fish","participation rate","age",2015,"55-64",0.0750452474680676,"NONE",NA
"7101","Southeast","VA","full-year","fish","participation rate","age",2016,"55-64",0.074215242538674,"NONE",NA
"7102","Southeast","VA","full-year","fish","participation rate","age",2017,"55-64",0.0756238184616768,"NONE",NA
"7103","Southeast","VA","full-year","fish","participation rate","age",2018,"55-64",0.074695419324831,"NONE",NA
"7104","Southeast","VA","full-year","fish","participation rate","all",2010,"all",0.078124084284069,"NONE",NA
"7105","Southeast","VA","full-year","fish","participation rate","all",2011,"all",0.0749858113788978,"NONE",NA
"7106","Southeast","VA","full-year","fish","participation rate","all",2012,"all",0.0749530665821402,"NONE",NA
"7107","Southeast","VA","full-year","fish","participation rate","all",2013,"all",0.0759783114292658,"NONE",NA
"7108","Southeast","VA","full-year","fish","participation rate","all",2014,"all",0.0764065178366551,"NONE",NA
"7109","Southeast","VA","full-year","fish","participation rate","all",2015,"all",0.0750349509293135,"NONE",NA
"7110","Southeast","VA","full-year","fish","participation rate","all",2016,"all",0.0722656053628956,"NONE",NA
"7111","Southeast","VA","full-year","fish","participation rate","all",2017,"all",0.0710865117815484,"NONE",NA
"7112","Southeast","VA","full-year","fish","participation rate","all",2018,"all",0.0664802056085455,"NONE",NA
"7113","Southeast","VA","full-year","fish","participation rate","gender",2010,"female",0.0303725787556062,"NONE",NA
"7114","Southeast","VA","full-year","fish","participation rate","gender",2011,"female",0.0288789208565402,"NONE",NA
"7115","Southeast","VA","full-year","fish","participation rate","gender",2012,"female",0.0293221656715957,"NONE",NA
"7116","Southeast","VA","full-year","fish","participation rate","gender",2013,"female",0.0300500030313219,"NONE",NA
"7117","Southeast","VA","full-year","fish","participation rate","gender",2014,"female",0.0314192542091745,"NONE",NA
"7118","Southeast","VA","full-year","fish","participation rate","gender",2015,"female",0.0305476799372802,"NONE",NA
"7119","Southeast","VA","full-year","fish","participation rate","gender",2016,"female",0.0296834056034899,"NONE",NA
"7120","Southeast","VA","full-year","fish","participation rate","gender",2017,"female",0.0289500538401835,"NONE",NA
"7121","Southeast","VA","full-year","fish","participation rate","gender",2018,"female",0.0264695734845474,"NONE",NA
"7122","Southeast","VA","full-year","fish","participation rate","gender",2010,"male",0.126814609307046,"NONE",NA
"7123","Southeast","VA","full-year","fish","participation rate","gender",2011,"male",0.122031730413239,"NONE",NA
"7124","Southeast","VA","full-year","fish","participation rate","gender",2012,"male",0.121534436136113,"NONE",NA
"7125","Southeast","VA","full-year","fish","participation rate","gender",2013,"male",0.122777015606488,"NONE",NA
"7126","Southeast","VA","full-year","fish","participation rate","gender",2014,"male",0.122171204577955,"NONE",NA
"7127","Southeast","VA","full-year","fish","participation rate","gender",2015,"male",0.120209903914846,"NONE",NA
"7128","Southeast","VA","full-year","fish","participation rate","gender",2016,"male",0.115499302354276,"NONE",NA
"7129","Southeast","VA","full-year","fish","participation rate","gender",2017,"male",0.113807777179027,"NONE",NA
"7130","Southeast","VA","full-year","fish","participation rate","gender",2018,"male",0.107046141076324,"NONE",NA
"7131","Southeast","VA","full-year","hunt","participation rate","age",2010,"18-24",0.0369827006315543,"NONE",NA
"7132","Southeast","VA","full-year","hunt","participation rate","age",2011,"18-24",0.0357832894262372,"NONE",NA
"7133","Southeast","VA","full-year","hunt","participation rate","age",2012,"18-24",0.036841248560113,"NONE",NA
"7134","Southeast","VA","full-year","hunt","participation rate","age",2013,"18-24",0.038141212506442,"NONE",NA
"7135","Southeast","VA","full-year","hunt","participation rate","age",2014,"18-24",0.0376576036952912,"NONE",NA
"7136","Southeast","VA","full-year","hunt","participation rate","age",2015,"18-24",0.0363841509696698,"NONE",NA
"7137","Southeast","VA","full-year","hunt","participation rate","age",2016,"18-24",0.0349965332729886,"NONE",NA
"7138","Southeast","VA","full-year","hunt","participation rate","age",2017,"18-24",0.03335028038721,"NONE",NA
"7139","Southeast","VA","full-year","hunt","participation rate","age",2018,"18-24",0.0319010523430804,"NONE",NA
"7140","Southeast","VA","full-year","hunt","participation rate","age",2010,"25-34",0.0382291478132566,"NONE",NA
"7141","Southeast","VA","full-year","hunt","participation rate","age",2011,"25-34",0.0371041744447621,"NONE",NA
"7142","Southeast","VA","full-year","hunt","participation rate","age",2012,"25-34",0.0373132064194444,"NONE",NA
"7143","Southeast","VA","full-year","hunt","participation rate","age",2013,"25-34",0.0384198289641882,"NONE",NA
"7144","Southeast","VA","full-year","hunt","participation rate","age",2014,"25-34",0.0373951368561949,"NONE",NA
"7145","Southeast","VA","full-year","hunt","participation rate","age",2015,"25-34",0.0365650977702942,"NONE",NA
"7146","Southeast","VA","full-year","hunt","participation rate","age",2016,"25-34",0.0353575629103434,"NONE",NA
"7147","Southeast","VA","full-year","hunt","participation rate","age",2017,"25-34",0.0335871919109296,"NONE",NA
"7148","Southeast","VA","full-year","hunt","participation rate","age",2018,"25-34",0.0323877542882377,"NONE",NA
"7149","Southeast","VA","full-year","hunt","participation rate","age",2010,"35-44",0.0430333378589988,"NONE",NA
"7150","Southeast","VA","full-year","hunt","participation rate","age",2011,"35-44",0.0417682953070228,"NONE",NA
"7151","Southeast","VA","full-year","hunt","participation rate","age",2012,"35-44",0.0410182289946017,"NONE",NA
"7152","Southeast","VA","full-year","hunt","participation rate","age",2013,"35-44",0.0416548696718678,"NONE",NA
"7153","Southeast","VA","full-year","hunt","participation rate","age",2014,"35-44",0.0401265333519179,"NONE",NA
"7154","Southeast","VA","full-year","hunt","participation rate","age",2015,"35-44",0.0383128857007918,"NONE",NA
"7155","Southeast","VA","full-year","hunt","participation rate","age",2016,"35-44",0.0362771290931309,"NONE",NA
"7156","Southeast","VA","full-year","hunt","participation rate","age",2017,"35-44",0.035113418430473,"NONE",NA
"7157","Southeast","VA","full-year","hunt","participation rate","age",2018,"35-44",0.0336988608999285,"NONE",NA
"7158","Southeast","VA","full-year","hunt","participation rate","age",2010,"45-54",0.0461909897101627,"NONE",NA
"7159","Southeast","VA","full-year","hunt","participation rate","age",2011,"45-54",0.044996289971057,"NONE",NA
"7160","Southeast","VA","full-year","hunt","participation rate","age",2012,"45-54",0.0443908576631955,"NONE",NA
"7161","Southeast","VA","full-year","hunt","participation rate","age",2013,"45-54",0.04457398168092,"NONE",NA
"7162","Southeast","VA","full-year","hunt","participation rate","age",2014,"45-54",0.0436624667843393,"NONE",NA
"7163","Southeast","VA","full-year","hunt","participation rate","age",2015,"45-54",0.0424677868791281,"NONE",NA
"7164","Southeast","VA","full-year","hunt","participation rate","age",2016,"45-54",0.0411466933422198,"NONE",NA
"7165","Southeast","VA","full-year","hunt","participation rate","age",2017,"45-54",0.0403535922884509,"NONE",NA
"7166","Southeast","VA","full-year","hunt","participation rate","age",2018,"45-54",0.0379955070961236,"NONE",NA
"7167","Southeast","VA","full-year","hunt","participation rate","age",2010,"55-64",0.0433342770588773,"NONE",NA
"7168","Southeast","VA","full-year","hunt","participation rate","age",2011,"55-64",0.0424923021402399,"NONE",NA
"7169","Southeast","VA","full-year","hunt","participation rate","age",2012,"55-64",0.0420260391067547,"NONE",NA
"7170","Southeast","VA","full-year","hunt","participation rate","age",2013,"55-64",0.0418677276505278,"NONE",NA
"7171","Southeast","VA","full-year","hunt","participation rate","age",2014,"55-64",0.0414466674594576,"NONE",NA
"7172","Southeast","VA","full-year","hunt","participation rate","age",2015,"55-64",0.0415260704940519,"NONE",NA
"7173","Southeast","VA","full-year","hunt","participation rate","age",2016,"55-64",0.0409943196007447,"NONE",NA
"7174","Southeast","VA","full-year","hunt","participation rate","age",2017,"55-64",0.0409967165899978,"NONE",NA
"7175","Southeast","VA","full-year","hunt","participation rate","age",2018,"55-64",0.0408264539300945,"NONE",NA
"7176","Southeast","VA","full-year","hunt","participation rate","all",2010,"all",0.0418833319929552,"NONE",NA
"7177","Southeast","VA","full-year","hunt","participation rate","all",2011,"all",0.0407424193739827,"NONE",NA
"7178","Southeast","VA","full-year","hunt","participation rate","all",2012,"all",0.0405527082681729,"NONE",NA
"7179","Southeast","VA","full-year","hunt","participation rate","all",2013,"all",0.0411270891330775,"NONE",NA
"7180","Southeast","VA","full-year","hunt","participation rate","all",2014,"all",0.0402076922709034,"NONE",NA
"7181","Southeast","VA","full-year","hunt","participation rate","all",2015,"all",0.0391884045216189,"NONE",NA
"7182","Southeast","VA","full-year","hunt","participation rate","all",2016,"all",0.0378938574745698,"NONE",NA
"7183","Southeast","VA","full-year","hunt","participation rate","all",2017,"all",0.036839296597306,"NONE",NA
"7184","Southeast","VA","full-year","hunt","participation rate","all",2018,"all",0.035506958828465,"NONE",NA
"7185","Southeast","VA","full-year","hunt","participation rate","gender",2010,"female",0.00621899987939435,"NONE",NA
"7186","Southeast","VA","full-year","hunt","participation rate","gender",2011,"female",0.0062421706172833,"NONE",NA
"7187","Southeast","VA","full-year","hunt","participation rate","gender",2012,"female",0.0067686982794639,"NONE",NA
"7188","Southeast","VA","full-year","hunt","participation rate","gender",2013,"female",0.00716079314150456,"NONE",NA
"7189","Southeast","VA","full-year","hunt","participation rate","gender",2014,"female",0.00748536955657851,"NONE",NA
"7190","Southeast","VA","full-year","hunt","participation rate","gender",2015,"female",0.00750700039151772,"NONE",NA
"7191","Southeast","VA","full-year","hunt","participation rate","gender",2016,"female",0.00740484722105585,"NONE",NA
"7192","Southeast","VA","full-year","hunt","participation rate","gender",2017,"female",0.00713209708134984,"NONE",NA
"7193","Southeast","VA","full-year","hunt","participation rate","gender",2018,"female",0.00685640147372005,"NONE",NA
"7194","Southeast","VA","full-year","hunt","participation rate","gender",2010,"male",0.0782489928445913,"NONE",NA
"7195","Southeast","VA","full-year","hunt","participation rate","gender",2011,"male",0.07594531185456,"NONE",NA
"7196","Southeast","VA","full-year","hunt","participation rate","gender",2012,"male",0.0750404221396191,"NONE",NA
"7197","Southeast","VA","full-year","hunt","participation rate","gender",2013,"male",0.0757370866172598,"NONE",NA
"7198","Southeast","VA","full-year","hunt","participation rate","gender",2014,"male",0.0734954881428452,"NONE",NA
"7199","Southeast","VA","full-year","hunt","participation rate","gender",2015,"male",0.0713595382004923,"NONE",NA
"7200","Southeast","VA","full-year","hunt","participation rate","gender",2016,"male",0.0688493421210939,"NONE",NA
"7201","Southeast","VA","full-year","hunt","participation rate","gender",2017,"male",0.0669587992024624,"NONE",NA
"7202","Southeast","VA","full-year","hunt","participation rate","gender",2018,"male",0.0645551542472868,"NONE",NA
"7203","Midwest","WI","full-year","hunt","participants","all",2010,"all",559638,"NONE",NA
"7204","Midwest","WI","full-year","hunt","participants","all",2011,"all",556061,"NONE",NA
"7205","Midwest","WI","full-year","hunt","participants","all",2012,"all",561974,"NONE",NA
"7206","Midwest","WI","full-year","hunt","participants","all",2013,"all",557788,"NONE",NA
"7207","Midwest","WI","full-year","hunt","participants","all",2014,"all",539525,"NONE",NA
"7208","Midwest","WI","full-year","hunt","participants","all",2015,"all",541414,"NONE",NA
"7209","Midwest","WI","full-year","hunt","participants","residency",2010,"resident",517585,"NONE",NA
"7210","Midwest","WI","full-year","hunt","participants","residency",2011,"resident",514275,"NONE",NA
"7211","Midwest","WI","full-year","hunt","participants","residency",2012,"resident",519605,"NONE",NA
"7212","Midwest","WI","full-year","hunt","participants","residency",2013,"resident",514512,"NONE",NA
"7213","Midwest","WI","full-year","hunt","participants","residency",2014,"resident",498401,"NONE",NA
"7214","Midwest","WI","full-year","hunt","participants","residency",2015,"resident",498773,"NONE",NA
"7215","Midwest","WI","full-year","hunt","participants","residency",2010,"nonresident",42053,"NONE",NA
"7216","Midwest","WI","full-year","hunt","participants","residency",2011,"nonresident",41786,"NONE",NA
"7217","Midwest","WI","full-year","hunt","participants","residency",2012,"nonresident",42369,"NONE",NA
"7218","Midwest","WI","full-year","hunt","participants","residency",2013,"nonresident",43276,"NONE",NA
"7219","Midwest","WI","full-year","hunt","participants","residency",2014,"nonresident",41124,"NONE",NA
"7220","Midwest","WI","full-year","hunt","participants","residency",2015,"nonresident",42641,"NONE",NA
"7221","Midwest","WI","full-year","hunt","participants","gender",2010,"male",511692,"NONE",NA
"7222","Midwest","WI","full-year","hunt","participants","gender",2011,"male",506798,"NONE",NA
"7223","Midwest","WI","full-year","hunt","participants","gender",2012,"male",508519,"NONE",NA
"7224","Midwest","WI","full-year","hunt","participants","gender",2013,"male",503153,"NONE",NA
"7225","Midwest","WI","full-year","hunt","participants","gender",2014,"male",484845,"NONE",NA
"7226","Midwest","WI","full-year","hunt","participants","gender",2015,"male",483375,"NONE",NA
"7227","Midwest","WI","full-year","hunt","participants","gender",2010,"female",47946,"NONE",NA
"7228","Midwest","WI","full-year","hunt","participants","gender",2011,"female",49263,"NONE",NA
"7229","Midwest","WI","full-year","hunt","participants","gender",2012,"female",53455,"NONE",NA
"7230","Midwest","WI","full-year","hunt","participants","gender",2013,"female",54635,"NONE",NA
"7231","Midwest","WI","full-year","hunt","participants","gender",2014,"female",54680,"NONE",NA
"7232","Midwest","WI","full-year","hunt","participants","gender",2015,"female",58039,"NONE",NA
"7233","Midwest","WI","full-year","hunt","participants","age",2010,"18-24",75117,"NONE",NA
"7234","Midwest","WI","full-year","hunt","participants","age",2011,"18-24",73975,"NONE",NA
"7235","Midwest","WI","full-year","hunt","participants","age",2012,"18-24",75202,"NONE",NA
"7236","Midwest","WI","full-year","hunt","participants","age",2013,"18-24",75482,"NONE",NA
"7237","Midwest","WI","full-year","hunt","participants","age",2014,"18-24",72423,"NONE",NA
"7238","Midwest","WI","full-year","hunt","participants","age",2015,"18-24",71333,"NONE",NA
"7239","Midwest","WI","full-year","hunt","participants","age",2010,"25-34",108085,"NONE",NA
"7240","Midwest","WI","full-year","hunt","participants","age",2011,"25-34",109040,"NONE",NA
"7241","Midwest","WI","full-year","hunt","participants","age",2012,"25-34",112162,"NONE",NA
"7242","Midwest","WI","full-year","hunt","participants","age",2013,"25-34",113267,"NONE",NA
"7243","Midwest","WI","full-year","hunt","participants","age",2014,"25-34",110701,"NONE",NA
"7244","Midwest","WI","full-year","hunt","participants","age",2015,"25-34",111838,"NONE",NA
"7245","Midwest","WI","full-year","hunt","participants","age",2010,"35-44",120371,"NONE",NA
"7246","Midwest","WI","full-year","hunt","participants","age",2011,"35-44",115244,"NONE",NA
"7247","Midwest","WI","full-year","hunt","participants","age",2012,"35-44",113336,"NONE",NA
"7248","Midwest","WI","full-year","hunt","participants","age",2013,"35-44",110575,"NONE",NA
"7249","Midwest","WI","full-year","hunt","participants","age",2014,"35-44",105847,"NONE",NA
"7250","Midwest","WI","full-year","hunt","participants","age",2015,"35-44",105107,"NONE",NA
"7251","Midwest","WI","full-year","hunt","participants","age",2010,"45-54",151636,"NONE",NA
"7252","Midwest","WI","full-year","hunt","participants","age",2011,"45-54",150175,"NONE",NA
"7253","Midwest","WI","full-year","hunt","participants","age",2012,"45-54",149573,"NONE",NA
"7254","Midwest","WI","full-year","hunt","participants","age",2013,"45-54",144607,"NONE",NA
"7255","Midwest","WI","full-year","hunt","participants","age",2014,"45-54",136427,"NONE",NA
"7256","Midwest","WI","full-year","hunt","participants","age",2015,"45-54",133634,"NONE",NA
"7257","Midwest","WI","full-year","hunt","participants","age",2010,"55-64",104429,"NONE",NA
"7258","Midwest","WI","full-year","hunt","participants","age",2011,"55-64",107627,"NONE",NA
"7259","Midwest","WI","full-year","hunt","participants","age",2012,"55-64",111702,"NONE",NA
"7260","Midwest","WI","full-year","hunt","participants","age",2013,"55-64",113858,"NONE",NA
"7261","Midwest","WI","full-year","hunt","participants","age",2014,"55-64",114128,"NONE",NA
"7262","Midwest","WI","full-year","hunt","participants","age",2015,"55-64",119503,"NONE",NA
"7263","Midwest","WI","full-year","hunt","participants - recruited","all",2014,"all",30441,"NONE",NA
"7264","Midwest","WI","full-year","hunt","participants - recruited","all",2015,"all",31094,"NONE",NA
"7265","Midwest","WI","full-year","hunt","participants - recruited","residency",2014,"resident",22553,"NONE",NA
"7266","Midwest","WI","full-year","hunt","participants - recruited","residency",2015,"resident",22767,"NONE",NA
"7267","Midwest","WI","full-year","hunt","participants - recruited","residency",2014,"nonresident",7888,"NONE",NA
"7268","Midwest","WI","full-year","hunt","participants - recruited","residency",2015,"nonresident",8327,"NONE",NA
"7269","Midwest","WI","full-year","hunt","participants - recruited","gender",2014,"male",22242,"NONE",NA
"7270","Midwest","WI","full-year","hunt","participants - recruited","gender",2015,"male",22665,"NONE",NA
"7271","Midwest","WI","full-year","hunt","participants - recruited","gender",2014,"female",8199,"NONE",NA
"7272","Midwest","WI","full-year","hunt","participants - recruited","gender",2015,"female",8429,"NONE",NA
"7273","Midwest","WI","full-year","hunt","participants - recruited","age",2014,"18-24",5726,"NONE",NA
"7274","Midwest","WI","full-year","hunt","participants - recruited","age",2015,"18-24",5406,"NONE",NA
"7275","Midwest","WI","full-year","hunt","participants - recruited","age",2014,"25-34",8589,"NONE",NA
"7276","Midwest","WI","full-year","hunt","participants - recruited","age",2015,"25-34",8833,"NONE",NA
"7277","Midwest","WI","full-year","hunt","participants - recruited","age",2014,"35-44",6151,"NONE",NA
"7278","Midwest","WI","full-year","hunt","participants - recruited","age",2015,"35-44",6132,"NONE",NA
"7279","Midwest","WI","full-year","hunt","participants - recruited","age",2014,"45-54",5985,"NONE",NA
"7280","Midwest","WI","full-year","hunt","participants - recruited","age",2015,"45-54",6205,"NONE",NA
"7281","Midwest","WI","full-year","hunt","participants - recruited","age",2014,"55-64",3989,"NONE",NA
"7282","Midwest","WI","full-year","hunt","participants - recruited","age",2015,"55-64",4517,"NONE",NA
"7283","Midwest","WI","full-year","hunt","churn","all",2010,"all",0.143091060169119,"NONE",NA
"7284","Midwest","WI","full-year","hunt","churn","all",2011,"all",0.134238561355734,"NONE",NA
"7285","Midwest","WI","full-year","hunt","churn","all",2012,"all",0.12813702093835,"NONE",NA
"7286","Midwest","WI","full-year","hunt","churn","all",2013,"all",0.139881916245236,"NONE",NA
"7287","Midwest","WI","full-year","hunt","churn","all",2014,"all",0.154377648855838,"NONE",NA
"7288","Midwest","WI","full-year","hunt","churn","all",2015,"all",0.136054863074,"NONE",NA
"7289","Midwest","WI","full-year","hunt","churn","residency",2010,"resident",0.127891377852117,"NONE",NA
"7290","Midwest","WI","full-year","hunt","churn","residency",2011,"resident",0.120411605481633,"NONE",NA
"7291","Midwest","WI","full-year","hunt","churn","residency",2012,"resident",0.113975985610811,"NONE",NA
"7292","Midwest","WI","full-year","hunt","churn","residency",2013,"resident",0.126532654612638,"NONE",NA
"7293","Midwest","WI","full-year","hunt","churn","residency",2014,"resident",0.138735345336941,"NONE",NA
"7294","Midwest","WI","full-year","hunt","churn","residency",2015,"resident",0.122151127911573,"NONE",NA
"7295","Midwest","WI","full-year","hunt","churn","residency",2010,"nonresident",0.324267027514659,"NONE",NA
"7296","Midwest","WI","full-year","hunt","churn","residency",2011,"nonresident",0.304377808955366,"NONE",NA
"7297","Midwest","WI","full-year","hunt","churn","residency",2012,"nonresident",0.302421863782128,"NONE",NA
"7298","Midwest","WI","full-year","hunt","churn","residency",2013,"nonresident",0.303594609266209,"NONE",NA
"7299","Midwest","WI","full-year","hunt","churn","residency",2014,"nonresident",0.340350309640447,"NONE",NA
"7300","Midwest","WI","full-year","hunt","churn","residency",2015,"nonresident",0.304566676393347,"NONE",NA
"7301","Midwest","WI","full-year","hunt","churn","gender",2010,"male",0.132110738510784,"NONE",NA
"7302","Midwest","WI","full-year","hunt","churn","gender",2011,"male",0.123060384844665,"NONE",NA
"7303","Midwest","WI","full-year","hunt","churn","gender",2012,"male",0.117254934463692,"NONE",NA
"7304","Midwest","WI","full-year","hunt","churn","gender",2013,"male",0.126270264742151,"NONE",NA
"7305","Midwest","WI","full-year","hunt","churn","gender",2014,"male",0.140882780883019,"NONE",NA
"7306","Midwest","WI","full-year","hunt","churn","gender",2015,"male",0.123411435396138,"NONE",NA
"7307","Midwest","WI","full-year","hunt","churn","gender",2010,"female",0.262746161548732,"NONE",NA
"7308","Midwest","WI","full-year","hunt","churn","gender",2011,"female",0.253144490102418,"NONE",NA
"7309","Midwest","WI","full-year","hunt","churn","gender",2012,"female",0.239737707580495,"NONE",NA
"7310","Midwest","WI","full-year","hunt","churn","gender",2013,"female",0.268966678515969,"NONE",NA
"7311","Midwest","WI","full-year","hunt","churn","gender",2014,"female",0.27820897708135,"NONE",NA
"7312","Midwest","WI","full-year","hunt","churn","gender",2015,"female",0.247814317591543,"NONE",NA
"7313","Midwest","WI","full-year","hunt","churn","age",2010,"18-24",0.201269980859759,"NONE",NA
"7314","Midwest","WI","full-year","hunt","churn","age",2011,"18-24",0.195031684328239,"NONE",NA
"7315","Midwest","WI","full-year","hunt","churn","age",2012,"18-24",0.18855273474464,"NONE",NA
"7316","Midwest","WI","full-year","hunt","churn","age",2013,"18-24",0.196965465884762,"NONE",NA
"7317","Midwest","WI","full-year","hunt","churn","age",2014,"18-24",0.215256617471715,"NONE",NA
"7318","Midwest","WI","full-year","hunt","churn","age",2015,"18-24",0.200364525081811,"NONE",NA
"7319","Midwest","WI","full-year","hunt","churn","age",2010,"25-34",0.156608680469403,"NONE",NA
"7320","Midwest","WI","full-year","hunt","churn","age",2011,"25-34",0.15043993967599,"NONE",NA
"7321","Midwest","WI","full-year","hunt","churn","age",2012,"25-34",0.143517457056649,"NONE",NA
"7322","Midwest","WI","full-year","hunt","churn","age",2013,"25-34",0.158031757919419,"NONE",NA
"7323","Midwest","WI","full-year","hunt","churn","age",2014,"25-34",0.171251743683012,"NONE",NA
"7324","Midwest","WI","full-year","hunt","churn","age",2015,"25-34",0.155672990063234,"NONE",NA
"7325","Midwest","WI","full-year","hunt","churn","age",2010,"35-44",0.137875942047058,"NONE",NA
"7326","Midwest","WI","full-year","hunt","churn","age",2011,"35-44",0.128097766036106,"NONE",NA
"7327","Midwest","WI","full-year","hunt","churn","age",2012,"35-44",0.122567097350815,"NONE",NA
"7328","Midwest","WI","full-year","hunt","churn","age",2013,"35-44",0.132915692416288,"NONE",NA
"7329","Midwest","WI","full-year","hunt","churn","age",2014,"35-44",0.146037947437915,"NONE",NA
"7330","Midwest","WI","full-year","hunt","churn","age",2015,"35-44",0.12702416718629,"NONE",NA
"7331","Midwest","WI","full-year","hunt","churn","age",2010,"45-54",0.124837426241167,"NONE",NA
"7332","Midwest","WI","full-year","hunt","churn","age",2011,"45-54",0.113483783320364,"NONE",NA
"7333","Midwest","WI","full-year","hunt","churn","age",2012,"45-54",0.108141222848163,"NONE",NA
"7334","Midwest","WI","full-year","hunt","churn","age",2013,"45-54",0.121199154922044,"NONE",NA
"7335","Midwest","WI","full-year","hunt","churn","age",2014,"45-54",0.134890668436994,"NONE",NA
"7336","Midwest","WI","full-year","hunt","churn","age",2015,"45-54",0.115667101578878,"NONE",NA
"7337","Midwest","WI","full-year","hunt","churn","age",2010,"55-64",0.119117201473937,"NONE",NA
"7338","Midwest","WI","full-year","hunt","churn","age",2011,"55-64",0.11090895162217,"NONE",NA
"7339","Midwest","WI","full-year","hunt","churn","age",2012,"55-64",0.104891011465631,"NONE",NA
"7340","Midwest","WI","full-year","hunt","churn","age",2013,"55-64",0.115298878255342,"NONE",NA
"7341","Midwest","WI","full-year","hunt","churn","age",2014,"55-64",0.130066662567958,"NONE",NA
"7342","Midwest","WI","full-year","hunt","churn","age",2015,"55-64",0.108957564818141,"NONE",NA
"7343","Midwest","WI","full-year","fish","participants","all",2010,"all",1146440,"NONE",NA
"7344","Midwest","WI","full-year","fish","participants","all",2011,"all",1125502,"NONE",NA
"7345","Midwest","WI","full-year","fish","participants","all",2012,"all",1145357,"NONE",NA
"7346","Midwest","WI","full-year","fish","participants","all",2013,"all",1137553,"NONE",NA
"7347","Midwest","WI","full-year","fish","participants","all",2014,"all",1121783,"NONE",NA
"7348","Midwest","WI","full-year","fish","participants","all",2015,"all",1131926,"NONE",NA
"7349","Midwest","WI","full-year","fish","participants","residency",2010,"resident",873143,"NONE",NA
"7350","Midwest","WI","full-year","fish","participants","residency",2011,"resident",854002,"NONE",NA
"7351","Midwest","WI","full-year","fish","participants","residency",2012,"resident",871372,"NONE",NA
"7352","Midwest","WI","full-year","fish","participants","residency",2013,"resident",863647,"NONE",NA
"7353","Midwest","WI","full-year","fish","participants","residency",2014,"resident",850719,"NONE",NA
"7354","Midwest","WI","full-year","fish","participants","residency",2015,"resident",852268,"NONE",NA
"7355","Midwest","WI","full-year","fish","participants","residency",2010,"nonresident",273297,"NONE",NA
"7356","Midwest","WI","full-year","fish","participants","residency",2011,"nonresident",271500,"NONE",NA
"7357","Midwest","WI","full-year","fish","participants","residency",2012,"nonresident",273985,"NONE",NA
"7358","Midwest","WI","full-year","fish","participants","residency",2013,"nonresident",273906,"NONE",NA
"7359","Midwest","WI","full-year","fish","participants","residency",2014,"nonresident",271064,"NONE",NA
"7360","Midwest","WI","full-year","fish","participants","residency",2015,"nonresident",279658,"NONE",NA
"7361","Midwest","WI","full-year","fish","participants","gender",2010,"male",834504,"NONE",NA
"7362","Midwest","WI","full-year","fish","participants","gender",2011,"male",815442,"NONE",NA
"7363","Midwest","WI","full-year","fish","participants","gender",2012,"male",823240,"NONE",NA
"7364","Midwest","WI","full-year","fish","participants","gender",2013,"male",816104,"NONE",NA
"7365","Midwest","WI","full-year","fish","participants","gender",2014,"male",799592,"NONE",NA
"7366","Midwest","WI","full-year","fish","participants","gender",2015,"male",804838,"NONE",NA
"7367","Midwest","WI","full-year","fish","participants","gender",2010,"female",311936,"NONE",NA
